"Start";"Duration";"Pitch";"Velocity";"Instrument"
2.213333;0.7558505026041664;64;0.9921875;"lh"
2.213333;0.7558505026041664;59;0.9921875;"lh"
2.213333;0.7558505026041664;55;0.9921875;"lh"
2.9691835026041664;0.5574824973958332;64;0.9921875;"lh"
2.9691835026041664;0.5574824973958332;59;0.9921875;"lh"
2.9691835026041664;0.5574824973958332;55;0.9921875;"lh"
3.5266659999999996;0.5172220520833335;64;0.9921875;"lh"
3.5266659999999996;0.5172220520833335;59;0.9921875;"lh"
3.5266659999999996;0.5172220520833335;55;0.9921875;"lh"
4.043888052083333;0.49611094791666677;64;0.9921875;"lh"
4.043888052083333;0.49611094791666677;59;0.9921875;"lh"
4.043888052083333;0.49611094791666677;55;0.9921875;"lh"
4.539999;0.43763872916666635;64;0.9921875;"lh"
4.539999;0.43763872916666635;59;0.9921875;"lh"
4.539999;0.43763872916666635;55;0.9921875;"lh"
4.977637729166666;0.4756942708333334;64;0.9921875;"lh"
4.977637729166666;0.4756942708333334;59;0.9921875;"lh"
4.977637729166666;0.4756942708333334;55;0.9921875;"lh"
5.453332;0.51569428125;64;0.9921875;"lh"
5.453332;0.51569428125;59;0.9921875;"lh"
5.453332;0.51569428125;55;0.9921875;"lh"
5.96902628125;0.5376387187500002;64;0.9921875;"lh"
5.96902628125;0.5376387187500002;59;0.9921875;"lh"
5.96902628125;0.5376387187500002;55;0.9921875;"lh"
6.506665;0.6367359270833335;64;0.9921875;"lh"
6.506665;0.6367359270833335;57;0.9921875;"lh"
6.506665;0.6367359270833335;54;0.9921875;"lh"
7.143400927083333;0.5165970729166665;64;0.9921875;"lh"
7.143400927083333;0.5165970729166665;57;0.9921875;"lh"
7.143400927083333;0.5165970729166665;54;0.9921875;"lh"
7.659998;0.4374998437500004;64;0.9921875;"lh"
7.659998;0.4374998437500004;57;0.9921875;"lh"
7.659998;0.4374998437500004;54;0.9921875;"lh"
8.09749784375;0.4958331562499989;64;0.9921875;"lh"
8.09749784375;0.4958331562499989;57;0.9921875;"lh"
8.09749784375;0.4958331562499989;54;0.9921875;"lh"
8.593331;0.5758678697916668;63;0.9921875;"lh"
8.593331;0.5758678697916668;57;0.9921875;"lh"
8.593331;0.5758678697916668;54;0.9921875;"lh"
9.169198869791666;0.4574651302083339;63;0.9921875;"lh"
9.169198869791666;0.4574651302083339;57;0.9921875;"lh"
9.169198869791666;0.4574651302083339;54;0.9921875;"lh"
9.626664;0.4553470781249995;63;0.9921875;"lh"
9.626664;0.4553470781249995;57;0.9921875;"lh"
9.626664;0.4553470781249995;54;0.9921875;"lh"
10.082011078125;0.5979859218750008;63;0.9921875;"lh"
10.082011078125;0.5979859218750008;57;0.9921875;"lh"
10.082011078125;0.5979859218750008;54;0.9921875;"lh"
10.679997;0.6552081406249997;63;0.9921875;"lh"
10.679997;0.6552081406249997;57;0.9921875;"lh"
10.679997;0.6552081406249997;53;0.9921875;"lh"
11.335205140625;0.4781248593750007;63;0.9921875;"lh"
11.335205140625;0.4781248593750007;57;0.9921875;"lh"
11.335205140625;0.4781248593750007;53;0.9921875;"lh"
11.81333;0.47638871875;63;0.9921875;"lh"
11.81333;0.47638871875;57;0.9921875;"lh"
11.81333;0.47638871875;53;0.9921875;"lh"
12.28971871875;0.4569442812499993;63;0.9921875;"lh"
12.28971871875;0.4569442812499993;57;0.9921875;"lh"
12.28971871875;0.4569442812499993;53;0.9921875;"lh"
12.746663;0.49083317187499986;62;0.9921875;"lh"
12.746663;0.49083317187499986;57;0.9921875;"lh"
12.746663;0.49083317187499986;53;0.9921875;"lh"
13.237496171875;0.5224998281249995;62;0.9921875;"lh"
13.237496171875;0.5224998281249995;57;0.9921875;"lh"
13.237496171875;0.5224998281249995;53;0.9921875;"lh"
13.759996;0.5968748437499993;62;0.9921875;"lh"
13.759996;0.5968748437499993;56;0.9921875;"lh"
13.759996;0.5968748437499993;53;0.9921875;"lh"
14.356870843749999;0.6764581562500016;62;0.9921875;"lh"
14.356870843749999;0.6764581562500016;56;0.9921875;"lh"
14.356870843749999;0.6764581562500016;53;0.9921875;"lh"
15.033329;0.7362150755208337;62;0.9921875;"lh"
15.033329;0.7362150755208337;56;0.9921875;"lh"
15.033329;0.7362150755208337;52;0.9921875;"lh"
15.769544075520834;0.4771179244791668;62;0.9921875;"lh"
15.769544075520834;0.4771179244791668;56;0.9921875;"lh"
15.769544075520834;0.4771179244791668;52;0.9921875;"lh"
16.246662;0.47638871875000177;62;0.9921875;"lh"
16.246662;0.47638871875000177;56;0.9921875;"lh"
16.246662;0.47638871875000177;52;0.9921875;"lh"
16.723050718750002;0.4569442812499993;62;0.9921875;"lh"
16.723050718750002;0.4569442812499993;56;0.9921875;"lh"
16.723050718750002;0.4569442812499993;52;0.9921875;"lh"
17.179995;0.4756942708333334;62;0.9921875;"lh"
17.179995;0.4756942708333334;55;0.9921875;"lh"
17.179995;0.4756942708333334;52;0.9921875;"lh"
17.655689270833335;0.43763872916666813;62;0.9921875;"lh"
17.655689270833335;0.43763872916666813;55;0.9921875;"lh"
17.655689270833335;0.43763872916666813;52;0.9921875;"lh"
18.093328000000003;0.5355032994791671;61;0.9921875;"lh"
18.093328000000003;0.5355032994791671;55;0.9921875;"lh"
18.093328000000003;0.5355032994791671;52;0.9921875;"lh"
18.62883129947917;0.49782970052083186;61;0.9921875;"lh"
18.62883129947917;0.49782970052083186;55;0.9921875;"lh"
18.62883129947917;0.49782970052083186;52;0.9921875;"lh"
19.126661000000002;0.6378470312500006;60;0.9921875;"lh"
19.126661000000002;0.6378470312500006;55;0.9921875;"lh"
19.126661000000002;0.6378470312500006;52;0.9921875;"lh"
19.764508031250003;0.47548596875000015;60;0.9921875;"lh"
19.764508031250003;0.47548596875000015;55;0.9921875;"lh"
19.764508031250003;0.47548596875000015;52;0.9921875;"lh"
20.239994000000003;0.5355032994791671;60;0.9921875;"lh"
20.239994000000003;0.5355032994791671;55;0.9921875;"lh"
20.239994000000003;0.5355032994791671;52;0.9921875;"lh"
20.77549729947917;0.49782970052083186;60;0.9921875;"lh"
20.77549729947917;0.49782970052083186;55;0.9921875;"lh"
20.77549729947917;0.49782970052083186;52;0.9921875;"lh"
21.273327000000002;0.47638871875000177;60;0.9921875;"lh"
21.273327000000002;0.47638871875000177;54;0.9921875;"lh"
21.273327000000002;0.47638871875000177;52;0.9921875;"lh"
21.749715718750004;0.4569442812499993;60;0.9921875;"lh"
21.749715718750004;0.4569442812499993;54;0.9921875;"lh"
21.749715718750004;0.4569442812499993;52;0.9921875;"lh"
22.206660000000003;0.5304164921874985;60;0.9921875;"lh"
22.206660000000003;0.5304164921874985;54;0.9921875;"lh"
22.206660000000003;0.5304164921874985;52;0.9921875;"lh"
22.7370764921875;0.48291650781250084;60;0.9921875;"lh"
22.7370764921875;0.48291650781250084;54;0.9921875;"lh"
22.7370764921875;0.48291650781250084;52;0.9921875;"lh"
23.219993000000002;0.5963886927083344;60;0.9921875;"lh"
23.219993000000002;0.5963886927083344;54;0.9921875;"lh"
23.219993000000002;0.5963886927083344;52;0.9921875;"lh"
23.816381692708337;0.416944307291665;60;0.9921875;"lh"
23.816381692708337;0.416944307291665;54;0.9921875;"lh"
23.816381692708337;0.416944307291665;52;0.9921875;"lh"
24.233326;0.4576526250000015;60;0.9921875;"lh"
24.233326;0.4576526250000015;54;0.9921875;"lh"
24.233326;0.4576526250000015;52;0.9921875;"lh"
24.690978625000003;0.552339374999999;60;0.9921875;"lh"
24.690978625000003;0.552339374999999;54;0.9921875;"lh"
24.690978625000003;0.552339374999999;52;0.9921875;"lh"
25.243318000000002;0.4588840468749993;60;0.9921875;"lh"
25.243318000000002;0.4588840468749993;54;0.9921875;"lh"
25.243318000000002;0.4588840468749993;51;0.9921875;"lh"
25.702202046875;0.417789953125002;60;0.9921875;"lh"
25.702202046875;0.417789953125002;54;0.9921875;"lh"
25.702202046875;0.417789953125002;51;0.9921875;"lh"
26.119992000000003;0.5624824817708323;60;0.9921875;"lh"
26.119992000000003;0.5624824817708323;54;0.9921875;"lh"
26.119992000000003;0.5624824817708323;51;0.9921875;"lh"
26.682474481770836;0.6308505182291668;60;0.9921875;"lh"
26.682474481770836;0.6308505182291668;54;0.9921875;"lh"
26.682474481770836;0.6308505182291668;51;0.9921875;"lh"
